cluster,0,1,2,3
0,95.55371193757048,1.411664052473977,1.564626732172718,1.469997277782819
1,2.5556510939142068,91.86252030190121,2.230820674500812,3.351007929683768
2,3.5082674335010786,2.7117181883537027,87.9194823867721,5.860531991373112
3,5.2336192735900715,6.356086877167366,9.253513414856727,79.15678043438584
